Origin,Mode of Transport,Distance,Travel Time,Age Group,Weather,Peak/NoPeak,Day,Carpooling,Age,Eco_Consciousness,Total Congestion,Total Travel Time,Total Costs,Total Emissions
London,Train,169,1.1,35-44,Rain,No Peak,Weekday,2,40,6,1.1,1.21,91.26,9633
Newcastle,Train,101,1.5,18-24,Rain,Peak,Weekend,2,21,8,1.39,2.085,54.54,5757
Newcastle,Train,146.5,1.6,25-34,Rain,No Peak,Weekday,2,30,7,1.1,1.76,79.11,8350.5
Birmingham,Train,33.3,1.6,55-64,Sunny,Peak,Weekday,2,60,4,1.21,1.936,17.982,1898.1
Manchester,Train,47.4,1.7,45-54,Cloudy,Peak,Weekday,2,50,5,1.21,2.057,25.596,2701.8
Bristol,Train,99.3,2.1,35-44,Rain,Peak,Weekend,2,40,6,1.39,2.919,53.622,5660.1
Birmingham,Train,107.7,1.5,18-24,Rain,Peak,Weekday,2,21,8,1.21,1.815,58.158,6138.9
Bristol,Train,74.6,2.8,35-44,Sunny,Peak,Weekday,2,40,6,1.21,3.388,40.284,4252.2
Bristol,Train,113.8,1.4,35-44,Cloudy,No Peak,Weekday,2,40,6,1.1,1.54,61.452,6486.6
London,Train,71.4,1.5,25-34,Cloudy,Peak,Weekday,2,30,7,1.21,1.815,38.556,4069.8
Liverpool,Train,146.5,2.3,55-64,Rain,Peak,Weekend,2,60,4,1.39,3.197,79.11,8350.5
London,Train,66,1.2,25-34,Rain,Peak,Weekend,2,30,7,1.39,1.668,35.64,3762
London,Train,120.6,1.8,35-44,Sunny,Peak,Weekday,2,40,6,1.21,2.178,65.124,6874.2
Manchester,Train,121.3,1.6,55-64,Cloudy,Peak,Weekday,2,60,4,1.21,1.936,65.502,6914.1
London,Train,95,1.2,35-44,Rain,Peak,Weekday,2,40,6,1.21,1.452,51.3,5415
Liverpool,Bus,155.8,1.5,18-24,Rain,Peak,Weekday,2,21,8,1.86,2.79,6.232,6855.2
Birmingham,Bus,148.1,1.5,35-44,Rain,Peak,Weekend,2,40,6,2.14,3.21,5.924,6516.4
Bristol,Bus,117,1.1,55-64,Cloudy,No Peak,Weekday,2,60,4,1.21,1.331,4.68,5148
Newcastle,Bus,106.4,1.7,25-34,Cloudy,No Peak,Weekday,2,30,7,1.21,2.057,4.256,4681.6
Liverpool,Bus,51,1.3,45-54,Rain,No Peak,Weekend,2,50,5,1.64,2.132,2.04,2244
Manchester,Bus,122.1,1.9,18-24,Rain,No Peak,Weekend,2,21,8,1.64,3.116,4.884,5372.4
Birmingham,Bus,116.9,1.8,45-54,Rain,Peak,Weekday,2,50,5,1.86,3.348,4.676,5143.6
London,Bus,65.2,1.5,25-34,Rain,No Peak,Weekend,2,30,7,1.64,2.46,2.608,2868.8
Bristol,Bus,113.1,1.4,25-34,Cloudy,Peak,Weekday,2,30,7,1.57,2.198,4.524,4976.4
Manchester,Bus,117.2,1.4,35-44,Rain,Peak,Weekend,2,40,6,2.14,2.996,4.688,5156.8
Birmingham,Bus,82.7,0.8,25-34,Sunny,Peak,Weekday,2,30,7,1.43,1.144,3.308,3638.8
Birmingham,Bus,106.4,1.4,25-34,Sunny,No Peak,Weekend,2,30,7,1.26,1.764,4.256,4681.6
Birmingham,Bus,80.7,1.7,25-34,Rain,Peak,Weekday,2,30,7,1.86,3.162,3.228,3550.8
Birmingham,Bus,131.3,1.8,18-24,Sunny,No Peak,Weekday,2,21,8,1.1,1.98,5.252,5777.2
London,Bus,107.2,1.9,45-54,Rain,Peak,Weekday,2,50,5,1.86,3.534,4.288,4716.8
Newcastle,Bus,115.2,1.7,18-24,Cloudy,Peak,Weekend,2,21,8,1.81,3.077,4.608,5068.8
Newcastle,Bus,73.2,2.1,45-54,Rain,No Peak,Weekend,2,50,5,1.64,3.444,2.928,3220.8
Liverpool,Bus,129.6,1.3,45-54,Cloudy,No Peak,Weekend,2,50,5,1.39,1.807,5.184,5702.4
Liverpool,Bus,59.3,1.7,45-54,Sunny,Peak,Weekday,2,50,5,1.43,2.431,2.372,2609.2
Birmingham,Bus,118.4,1.6,35-44,Sunny,Peak,Weekend,2,40,6,1.64,2.624,4.736,5209.6
Liverpool,Bus,107.5,0.7,18-24,Rain,No Peak,Weekday,2,21,8,1.43,1.001,4.3,4730
Liverpool,Bus,97.7,1.4,35-44,Rain,No Peak,Weekday,2,40,6,1.43,2.002,3.908,4298.8
Manchester,Bus,149.1,1,45-54,Cloudy,Peak,Weekend,2,50,5,1.81,1.81,5.964,6560.4
Bristol,Bus,102.6,1.6,18-24,Rain,No Peak,Weekday,2,21,8,1.43,2.288,4.104,4514.4
Newcastle,Bus,80.6,2.1,25-34,Rain,Peak,Weekend,2,30,7,2.14,4.494,3.224,3546.4
Manchester,Bus,71,1.4,25-34,Sunny,Peak,Weekend,2,30,7,1.64,2.296,2.84,3124
London,Bus,92.8,1.2,35-44,Cloudy,No Peak,Weekend,2,40,6,1.39,1.668,3.712,4083.2
Birmingham,Bus,87.6,1.8,18-24,Rain,Peak,Weekday,2,21,8,1.86,3.348,3.504,3854.4
London,Bus,79.2,1.8,55-64,Sunny,No Peak,Weekday,2,60,4,1.1,1.98,3.168,3484.8
Bristol,Bus,66.8,1.5,45-54,Cloudy,Peak,Weekend,2,50,5,1.81,2.715,2.672,2939.2
Bristol,Bus,57.6,1.8,25-34,Sunny,Peak,Weekday,2,30,7,1.43,2.574,2.304,2534.4
London,Bus,150.2,1.4,18-24,Rain,Peak,Weekday,2,21,8,1.86,2.604,6.008,6608.8
Bristol,Bus,141.8,0.9,35-44,Cloudy,No Peak,Weekend,2,40,6,1.39,1.251,5.672,6239.2
Newcastle,Bus,131.2,1.5,35-44,Rain,No Peak,Weekend,2,40,6,1.64,2.46,5.248,5772.8
Birmingham,Bus,56.5,1.7,18-24,Rain,Peak,Weekend,2,21,8,2.14,3.638,2.26,2486
Liverpool,Bus,109.3,1.4,55-64,Rain,Peak,Weekend,2,60,4,2.14,2.996,4.372,4809.2
Liverpool,Bus,64.2,1.7,25-34,Cloudy,No Peak,Weekday,2,30,7,1.21,2.057,2.568,2824.8
Bristol,Bus,111.3,1.2,35-44,Rain,Peak,Weekend,2,40,6,2.14,2.568,4.452,4897.2
Bristol,Bus,90.6,1.3,25-34,Sunny,Peak,Weekday,2,30,7,1.43,1.859,3.624,3986.4
London,Bus,133.5,1.2,18-24,Rain,Peak,Weekend,2,21,8,2.14,2.568,5.34,5874
Birmingham,Bus,86.2,1.8,25-34,Cloudy,Peak,Weekend,2,30,7,1.81,3.258,3.448,3792.8
Liverpool,Bus,82.4,1.1,55-64,Rain,No Peak,Weekend,2,60,4,1.64,1.804,3.296,3625.6
Bristol,Bus,116.4,2,18-24,Rain,Peak,Weekend,2,21,8,2.14,4.28,4.656,5121.6
Manchester,Bus,145.8,1.9,18-24,Cloudy,Peak,Weekday,2,21,8,1.57,2.983,5.832,6415.2
Liverpool,Bus,80.6,1.3,35-44,Rain,No Peak,Weekend,2,40,6,1.64,2.132,3.224,3546.4
Birmingham,Bus,57.7,1.6,18-24,Rain,Peak,Weekend,2,21,8,2.14,3.424,2.308,2538.8
Birmingham,Bus,102.4,1.4,65+,Rain,No Peak,Weekend,2,68,4,1.64,2.296,4.096,4505.6
Liverpool,Bus,76.5,1.8,55-64,Rain,Peak,Weekday,2,60,4,1.86,3.348,3.06,3366
London,Bus,102.6,1.4,55-64,Rain,Peak,Weekend,2,60,4,2.14,2.996,4.104,4514.4
Bristol,Bus,105.1,1.8,35-44,Rain,Peak,Weekend,2,40,6,2.14,3.852,4.204,4624.4
Bristol,Bus,139.4,1.9,18-24,Cloudy,Peak,Weekday,2,21,8,1.57,2.983,5.576,6133.6
Birmingham,Bus,69.7,1.4,18-24,Cloudy,Peak,Weekday,2,21,8,1.57,2.198,2.788,3066.8
Manchester,Bus,65.4,2.7,55-64,Sunny,Peak,Weekend,2,60,4,1.64,4.428,2.616,2877.6
Manchester,Bus,109.5,1.4,18-24,Rain,Peak,Weekend,2,21,8,2.14,2.996,4.38,4818
Bristol,Bus,106,1.5,25-34,Cloudy,Peak,Weekday,2,30,7,1.57,2.355,4.24,4664
Liverpool,Bus,57.2,1.8,45-54,Rain,No Peak,Weekday,2,50,5,1.43,2.574,2.288,2516.8
Newcastle,Bus,68.9,1.4,55-64,Sunny,No Peak,Weekend,2,60,4,1.26,1.764,2.756,3031.6
Birmingham,Bus,74.6,1.5,35-44,Rain,No Peak,Weekday,2,40,6,1.43,2.145,2.984,3282.4
Bristol,Bus,112.8,1.2,55-64,Cloudy,No Peak,Weekday,2,60,4,1.21,1.452,4.512,4963.2
Birmingham,Bus,54.5,1.4,45-54,Rain,Peak,Weekday,2,50,5,1.86,2.604,2.18,2398
Bristol,Bus,139.5,1.8,45-54,Sunny,Peak,Weekday,2,50,5,1.43,2.574,5.58,6138
London,Bus,81.6,2,25-34,Rain,Peak,Weekday,2,30,7,1.86,3.72,3.264,3590.4
Newcastle,Bus,100.1,1.5,18-24,Rain,Peak,Weekday,2,21,8,1.86,2.79,4.004,4404.4
Liverpool,Bus,121.2,1.8,18-24,Rain,No Peak,Weekday,2,21,8,1.43,2.574,4.848,5332.8
Bristol,Bus,93.8,0.9,18-24,Rain,Peak,Weekday,2,21,8,1.86,1.674,3.752,4127.2
Birmingham,Bus,98.1,1.4,25-34,Cloudy,Peak,Weekday,2,30,7,1.57,2.198,3.924,4316.4
Manchester,Bus,147.2,1.5,18-24,Cloudy,No Peak,Weekday,2,21,8,1.21,1.815,5.888,6476.8
Liverpool,Bus,128.2,1.7,25-34,Rain,Peak,Weekend,2,30,7,2.14,3.638,5.128,5640.8
Manchester,Bus,121.9,1.4,55-64,Rain,No Peak,Weekday,2,60,4,1.43,2.002,4.876,5363.6
Manchester,Bus,92.5,1.9,18-24,Rain,No Peak,Weekday,2,21,8,1.43,2.717,3.7,4070
Newcastle,Bus,89.7,1.2,55-64,Cloudy,Peak,Weekday,2,60,4,1.57,1.884,3.588,3946.8
Liverpool,Bus,44.7,1.6,18-24,Cloudy,Peak,Weekend,2,21,8,1.81,2.896,1.788,1966.8
Newcastle,Bus,59.7,1.7,18-24,Cloudy,Peak,Weekend,2,21,8,1.81,3.077,2.388,2626.8
Bristol,Bus,89.5,1.5,35-44,Cloudy,Peak,Weekend,2,40,6,1.81,2.715,3.58,3938
Liverpool,Bus,90.3,1.5,35-44,Cloudy,Peak,Weekday,2,40,6,1.57,2.355,3.612,3973.2
Newcastle,Bus,103.5,1.6,35-44,Rain,Peak,Weekday,2,40,6,1.86,2.976,4.14,4554
Birmingham,Bus,95.8,1.3,35-44,Rain,No Peak,Weekday,2,40,6,1.43,1.859,3.832,4215.2
Liverpool,Bus,127.7,2.1,18-24,Rain,No Peak,Weekend,2,21,8,1.64,3.444,5.108,5618.8
Bristol,Bus,99.4,1.9,65+,Sunny,No Peak,Weekday,2,68,4,1.1,2.09,3.976,4373.6
Bristol,Bus,67,0.8,55-64,Rain,No Peak,Weekday,2,60,4,1.43,1.144,2.68,2948
Newcastle,Bus,129.1,1.5,18-24,Rain,Peak,Weekday,2,21,8,1.86,2.79,5.164,5680.4
London,Bus,48,1.7,55-64,Rain,Peak,Weekend,2,60,4,2.14,3.638,1.92,2112
London,Bus,127.7,1.7,18-24,Cloudy,No Peak,Weekday,2,21,8,1.21,2.057,5.108,5618.8
Liverpool,Bus,139.1,1.5,65+,Rain,Peak,Weekend,2,68,4,2.14,3.21,5.564,6120.4
Bristol,Bus,137,1.7,18-24,Rain,No Peak,Weekday,2,21,8,1.43,2.431,5.48,6028
Manchester,Bus,102.2,1.4,45-54,Rain,No Peak,Weekend,2,50,5,1.64,2.296,4.088,4496.8
Liverpool,Bus,145.2,1.4,35-44,Sunny,Peak,Weekday,2,40,6,1.43,2.002,5.808,6388.8
Bristol,Bus,76.7,1.8,18-24,Cloudy,Peak,Weekend,2,21,8,1.81,3.258,3.068,3374.8
Birmingham,Bus,45.6,1.4,35-44,Rain,Peak,Weekend,2,40,6,2.14,2.996,1.824,2006.4
Bristol,Bus,128.4,1.4,55-64,Cloudy,Peak,Weekend,2,60,4,1.81,2.534,5.136,5649.6
Birmingham,Bus,123.5,1.7,45-54,Rain,No Peak,Weekend,2,50,5,1.64,2.788,4.94,5434
Newcastle,Bus,144.4,1.4,55-64,Rain,No Peak,Weekday,2,60,4,1.43,2.002,5.776,6353.6
Birmingham,Bus,124.1,1.4,25-34,Sunny,No Peak,Weekday,2,30,7,1.1,1.54,4.964,5460.4
Birmingham,Bus,60.5,1.7,25-34,Cloudy,No Peak,Weekend,2,30,7,1.39,2.363,2.42,2662
Birmingham,Bus,108.5,1.1,35-44,Cloudy,Peak,Weekend,2,40,6,1.81,1.991,4.34,4774
Newcastle,Bus,94.9,1,55-64,Cloudy,No Peak,Weekday,2,60,4,1.21,1.21,3.796,4175.6
London,Bus,101.2,1.3,35-44,Rain,Peak,Weekend,2,40,6,2.14,2.782,4.048,4452.8
Birmingham,Bus,123.5,1.8,55-64,Cloudy,Peak,Weekend,2,60,4,1.81,3.258,4.94,5434
Newcastle,Bus,97,1.7,45-54,Rain,Peak,Weekday,2,50,5,1.86,3.162,3.88,4268
Birmingham,Bus,90.6,1.6,35-44,Sunny,No Peak,Weekend,2,40,6,1.26,2.016,3.624,3986.4
Liverpool,Bus,45.1,2.1,25-34,Rain,No Peak,Weekday,2,30,7,1.43,3.003,1.804,1984.4
Newcastle,Bus,83.4,1.4,18-24,Rain,No Peak,Weekday,2,21,8,1.43,2.002,3.336,3669.6
Birmingham,Bus,113.6,1.5,25-34,Sunny,Peak,Weekday,2,30,7,1.43,2.145,4.544,4998.4
Liverpool,Bus,163.8,1.2,45-54,Sunny,Peak,Weekend,2,50,5,1.64,1.968,6.552,7207.2
Birmingham,Bus,130.8,1.5,35-44,Sunny,Peak,Weekend,2,40,6,1.64,2.46,5.232,5755.2
Manchester,Bus,87.6,1.5,25-34,Sunny,Peak,Weekend,2,30,7,1.64,2.46,3.504,3854.4
London,Bus,93.2,2,35-44,Cloudy,Peak,Weekday,2,40,6,1.57,3.14,3.728,4100.8
Bristol,Bus,96.3,1.2,18-24,Rain,No Peak,Weekday,2,21,8,1.43,1.716,3.852,4237.2
London,Bus,93.2,1.8,18-24,Sunny,No Peak,Weekend,2,21,8,1.26,2.268,3.728,4100.8
Birmingham,Bus,103.1,1.7,18-24,Cloudy,No Peak,Weekend,2,21,8,1.39,2.363,4.124,4536.4
Bristol,Bus,82.1,1.4,35-44,Sunny,Peak,Weekday,2,40,6,1.43,2.002,3.284,3612.4
London,Bus,125.3,1.7,18-24,Cloudy,Peak,Weekday,2,21,8,1.57,2.669,5.012,5513.2
London,Bus,100.4,1.8,25-34,Cloudy,Peak,Weekday,2,30,7,1.57,2.826,4.016,4417.6
Birmingham,Bus,113.4,1.7,55-64,Sunny,Peak,Weekend,2,60,4,1.64,2.788,4.536,4989.6
Manchester,Bus,107.4,1.4,25-34,Cloudy,No Peak,Weekend,2,30,7,1.39,1.946,4.296,4725.6
London,Bus,63.1,1.6,18-24,Rain,Peak,Weekend,2,21,8,2.14,3.424,2.524,2776.4
Manchester,Bus,93.5,1.6,18-24,Sunny,Peak,Weekday,2,21,8,1.43,2.288,3.74,4114
Bristol,Bus,130.3,1.7,18-24,Rain,Peak,Weekend,2,21,8,2.14,3.638,5.212,5733.2
Bristol,Bus,134,1.4,18-24,Rain,Peak,Weekday,2,21,8,1.86,2.604,5.36,5896
London,Bus,116.9,1.5,25-34,Cloudy,Peak,Weekday,2,30,7,1.57,2.355,4.676,5143.6
Manchester,Bus,70.7,1.6,25-34,Rain,No Peak,Weekend,2,30,7,1.64,2.624,2.828,3110.8
Birmingham,Bus,114.8,1.7,35-44,Rain,Peak,Weekend,2,40,6,2.14,3.638,4.592,5051.2
London,Bus,106.8,1.7,35-44,Cloudy,No Peak,Weekend,2,40,6,1.39,2.363,4.272,4699.2
Manchester,Bus,106.4,1.3,55-64,Cloudy,Peak,Weekday,2,60,4,1.57,2.041,4.256,4681.6
Manchester,Bus,35.5,1.7,35-44,Sunny,No Peak,Weekday,2,40,6,1.1,1.87,1.42,1562
Birmingham,Bus,84.4,1.6,18-24,Rain,No Peak,Weekend,2,21,8,1.64,2.624,3.376,3713.6
Manchester,Bus,104.8,1.5,55-64,Cloudy,Peak,Weekday,2,60,4,1.57,2.355,4.192,4611.2
Liverpool,Bus,64.4,1.7,45-54,Rain,Peak,Weekday,2,50,5,1.86,3.162,2.576,2833.6
London,Bus,96.7,1.5,25-34,Rain,Peak,Weekend,2,30,7,2.14,3.21,3.868,4254.8
Birmingham,Bus,19,1.3,25-34,Rain,Peak,Weekday,2,30,7,1.86,2.418,0.76,836
Birmingham,Bus,72.8,1.6,18-24,Rain,Peak,Weekend,2,21,8,2.14,3.424,2.912,3203.2
Manchester,Bus,70.1,1.3,55-64,Rain,No Peak,Weekend,2,60,4,1.64,2.132,2.804,3084.4
Birmingham,Bus,112.3,1.4,35-44,Rain,Peak,Weekday,2,40,6,1.86,2.604,4.492,4941.2
Manchester,Bus,110,2.1,18-24,Rain,Peak,Weekend,2,21,8,2.14,4.494,4.4,4840
Newcastle,Bus,112.7,1.5,18-24,Sunny,Peak,Weekend,2,21,8,1.64,2.46,4.508,4958.8
Bristol,Bus,77.7,1.6,25-34,Rain,No Peak,Weekday,2,30,7,1.43,2.288,3.108,3418.8
Liverpool,Bus,93.9,1,25-34,Cloudy,No Peak,Weekday,2,30,7,1.21,1.21,3.756,4131.6
Liverpool,Bus,116.7,1.3,18-24,Cloudy,Peak,Weekend,2,21,8,1.81,2.353,4.668,5134.8
London,Bus,113.4,1.7,18-24,Sunny,Peak,Weekday,2,21,8,1.43,2.431,4.536,4989.6
Newcastle,Bus,68.1,1.3,18-24,Rain,No Peak,Weekend,2,21,8,1.64,2.132,2.724,2996.4
Liverpool,Bus,97.5,1.3,18-24,Sunny,Peak,Weekday,2,21,8,1.43,1.859,3.9,4290
Bristol,Bus,35.7,1.8,45-54,Cloudy,No Peak,Weekend,2,50,5,1.39,2.502,1.428,1570.8
Liverpool,Bus,114.1,1.3,35-44,Cloudy,No Peak,Weekend,2,40,6,1.39,1.807,4.564,5020.4
Newcastle,Bus,115.7,1.4,18-24,Rain,No Peak,Weekend,2,21,8,1.64,2.296,4.628,5090.8
Bristol,Bus,84.5,2,55-64,Rain,Peak,Weekday,2,60,4,1.86,3.72,3.38,3718
Newcastle,Bus,78.7,1.3,25-34,Cloudy,Peak,Weekday,2,30,7,1.57,2.041,3.148,3462.8
Liverpool,Bus,93.8,2.1,18-24,Rain,No Peak,Weekday,2,21,8,1.43,3.003,3.752,4127.2
Manchester,Bus,89.2,1.1,35-44,Sunny,No Peak,Weekday,2,40,6,1.1,1.21,3.568,3924.8
Bristol,Bus,79.4,1.5,35-44,Cloudy,Peak,Weekday,2,40,6,1.57,2.355,3.176,3493.6
Bristol,Bus,106.2,1,65+,Cloudy,Peak,Weekend,2,68,4,1.81,1.81,4.248,4672.8
Liverpool,Bus,130.3,1.5,45-54,Rain,Peak,Weekday,2,50,5,1.86,2.79,5.212,5733.2
Newcastle,Bus,129.6,1.4,18-24,Rain,No Peak,Weekend,2,21,8,1.64,2.296,5.184,5702.4
Birmingham,Bus,114.1,1.3,45-54,Rain,No Peak,Weekday,2,50,5,1.43,1.859,4.564,5020.4
Manchester,Bus,64.5,1.4,35-44,Rain,Peak,Weekend,2,40,6,2.14,2.996,2.58,2838
Manchester,Bus,137.2,1.1,45-54,Rain,Peak,Weekend,2,50,5,2.14,2.354,5.488,6036.8
London,Bus,97.2,1.6,55-64,Cloudy,Peak,Weekend,2,60,4,1.81,2.896,3.888,4276.8
Newcastle,Bus,51.9,1.7,18-24,Rain,No Peak,Weekend,2,21,8,1.64,2.788,2.076,2283.6
London,Bus,74.3,1.6,18-24,Cloudy,No Peak,Weekend,2,21,8,1.39,2.224,2.972,3269.2
Newcastle,Bus,116.5,1,55-64,Rain,Peak,Weekend,2,60,4,2.14,2.14,4.66,5126
London,Bus,105.2,1.4,55-64,Rain,Peak,Weekend,2,60,4,2.14,2.996,4.208,4628.8
Liverpool,Bus,39,1.3,45-54,Rain,No Peak,Weekday,2,50,5,1.43,1.859,1.56,1716
Newcastle,Bus,138.4,1.9,18-24,Cloudy,Peak,Weekday,2,21,8,1.57,2.983,5.536,6089.6
Newcastle,Bus,57.4,0.8,25-34,Cloudy,Peak,Weekend,2,30,7,1.81,1.448,2.296,2525.6
Liverpool,Bus,96.4,1.7,25-34,Sunny,Peak,Weekday,2,30,7,1.43,2.431,3.856,4241.6
Manchester,Bus,50.5,1.5,45-54,Rain,Peak,Weekend,2,50,5,2.14,3.21,2.02,2222
Birmingham,Bus,66.9,1.1,45-54,Sunny,No Peak,Weekend,2,50,5,1.26,1.386,2.676,2943.6
Liverpool,Bus,157.3,1,55-64,Cloudy,Peak,Weekday,2,60,4,1.57,1.57,6.292,6921.2
Manchester,Bus,97.1,1.7,25-34,Rain,Peak,Weekday,2,30,7,1.86,3.162,3.884,4272.4
Manchester,Bus,111.3,1.7,18-24,Sunny,Peak,Weekday,2,21,8,1.43,2.431,4.452,4897.2
Liverpool,Bus,57.4,1.9,45-54,Rain,Peak,Weekday,2,50,5,1.86,3.534,2.296,2525.6
Liverpool,Bus,66.7,1.3,45-54,Cloudy,Peak,Weekday,2,50,5,1.57,2.041,2.668,2934.8
Manchester,Bus,106.2,1.5,25-34,Cloudy,No Peak,Weekday,2,30,7,1.21,1.815,4.248,4672.8
Newcastle,Bus,117.5,1.5,45-54,Cloudy,Peak,Weekend,2,50,5,1.81,2.715,4.7,5170
Liverpool,Bus,68.3,1.7,45-54,Sunny,No Peak,Weekday,2,50,5,1.1,1.87,2.732,3005.2
London,Bus,151,1.5,18-24,Rain,No Peak,Weekday,2,21,8,1.43,2.145,6.04,6644
Liverpool,Bus,66,1.9,25-34,Rain,Peak,Weekday,2,30,7,1.86,3.534,2.64,2904
Liverpool,Bus,86.1,1.2,25-34,Cloudy,No Peak,Weekday,2,30,7,1.21,1.452,3.444,3788.4
Manchester,Bus,83.4,1.4,25-34,Rain,No Peak,Weekday,2,30,7,1.43,2.002,3.336,3669.6
Manchester,Bus,81.6,1,25-34,Rain,Peak,Weekday,2,30,7,1.86,1.86,3.264,3590.4
Manchester,Bus,132.1,1.4,35-44,Cloudy,Peak,Weekday,2,40,6,1.57,2.198,5.284,5812.4
Birmingham,Bus,133,1.5,18-24,Sunny,Peak,Weekday,2,21,8,1.43,2.145,5.32,5852
Newcastle,Bus,90,1.4,45-54,Cloudy,Peak,Weekend,2,50,5,1.81,2.534,3.6,3960
London,Bus,59,1.5,18-24,Cloudy,No Peak,Weekend,2,21,8,1.39,2.085,2.36,2596
London,Bus,74.2,1.7,25-34,Cloudy,Peak,Weekend,2,30,7,1.81,3.077,2.968,3264.8
Birmingham,Bus,78,1.4,25-34,Rain,Peak,Weekday,2,30,7,1.86,2.604,3.12,3432
Bristol,Bus,148.7,1.7,25-34,Rain,No Peak,Weekday,2,30,7,1.43,2.431,5.948,6542.8
Newcastle,Bus,121.4,0.9,55-64,Rain,No Peak,Weekday,2,60,4,1.43,1.287,4.856,5341.6
Liverpool,Bus,111.5,1.4,25-34,Cloudy,Peak,Weekday,2,30,7,1.57,2.198,4.46,4906
Manchester,Bus,129.8,1.3,35-44,Rain,Peak,Weekend,2,40,6,2.14,2.782,5.192,5711.2
Newcastle,Bus,132.1,1,18-24,Cloudy,Peak,Weekend,2,21,8,1.81,1.81,5.284,5812.4
Liverpool,Bus,98.4,1.3,25-34,Rain,Peak,Weekend,2,30,7,2.14,2.782,3.936,4329.6
Liverpool,Bus,128.9,1.4,55-64,Rain,Peak,Weekend,2,60,4,2.14,2.996,5.156,5671.6
Bristol,Bus,69.5,1.6,55-64,Cloudy,Peak,Weekend,2,60,4,1.81,2.896,2.78,3058
London,Bus,146.6,1.7,25-34,Cloudy,Peak,Weekday,2,30,7,1.57,2.669,5.864,6450.4
Birmingham,Bus,117.2,1.4,45-54,Rain,No Peak,Weekday,2,50,5,1.43,2.002,4.688,5156.8
Liverpool,Bus,91.9,1.3,55-64,Sunny,Peak,Weekday,2,60,4,1.43,1.859,3.676,4043.6
Newcastle,Bus,106,1.5,45-54,Sunny,Peak,Weekday,2,50,5,1.43,2.145,4.24,4664
Birmingham,Bus,90.1,1.5,35-44,Rain,No Peak,Weekend,2,40,6,1.64,2.46,3.604,3964.4
Birmingham,Bus,73.3,1.3,25-34,Cloudy,No Peak,Weekend,2,30,7,1.39,1.807,2.932,3225.2
Bristol,Bus,45.9,1,25-34,Rain,No Peak,Weekend,2,30,7,1.64,1.64,1.836,2019.6
Birmingham,Bus,68,1.9,25-34,Rain,No Peak,Weekend,2,30,7,1.64,3.116,2.72,2992
Birmingham,Bus,121.9,1.5,45-54,Rain,No Peak,Weekend,2,50,5,1.64,2.46,4.876,5363.6
Newcastle,Petrol Car,115.8,0.7,18-24,Rain,Peak,Weekday,1,21,8,1.95,1.365,72.15,31034.4
Birmingham,Petrol Car,111.2,0.9,45-54,Rain,No Peak,Weekend,1,50,5,1.5,1.35,70.08,29801.6
Bristol,Petrol Car,167.4,1.5,45-54,Cloudy,No Peak,Weekend,1,50,5,1.26,1.89,95.37,44863.2
Newcastle,Petrol Car,68.7,1.6,45-54,Sunny,No Peak,Weekday,1,50,5,1,1.6,50.955,18411.6
Liverpool,Petrol Car,103.5,1.8,55-64,Rain,Peak,Weekend,1,60,4,2.24,4.032,66.615,27738
Newcastle,Petrol Car,84.4,1.6,45-54,Rain,Peak,Weekend,1,50,5,2.24,3.584,58.02,22619.2
Newcastle,Petrol Car,56.5,2,65+,Rain,No Peak,Weekend,1,68,4,1.5,3,45.465,15142
Newcastle,Petrol Car,87.3,1.5,35-44,Rain,Peak,Weekend,1,40,6,2.24,3.36,59.325,23396.4
Bristol,Petrol Car,59.3,1.4,18-24,Rain,Peak,Weekday,1,21,8,1.95,2.73,46.725,15892.4
Bristol,Petrol Car,91.9,1.6,25-34,Cloudy,Peak,Weekday,1,30,7,1.65,2.64,61.395,24629.2
Manchester,Petrol Car,112.7,1.1,25-34,Rain,Peak,Weekend,1,30,7,2.24,2.464,70.755,30203.6
Liverpool,Petrol Car,73.3,1.9,18-24,Rain,No Peak,Weekend,1,21,8,1.5,2.85,53.025,19644.4
London,Petrol Car,77.2,1.3,35-44,Cloudy,Peak,Weekday,1,40,6,1.65,2.145,54.78,20689.6
Manchester,Petrol Car,69.8,1.8,18-24,Cloudy,Peak,Weekend,1,21,8,1.9,3.42,51.45,18706.4
London,Petrol Car,135.4,0.8,55-64,Cloudy,Peak,Weekday,1,60,4,1.65,1.32,80.97,36287.2
Manchester,Petrol Car,89.6,1.2,55-64,Rain,No Peak,Weekend,1,60,4,1.5,1.8,60.36,24012.8
Birmingham,Petrol Car,125.4,1.2,18-24,Sunny,Peak,Weekend,1,21,8,1.72,2.064,76.47,33607.2
Newcastle,Petrol Car,134.2,1.5,45-54,Sunny,No Peak,Weekday,1,50,5,1,1.5,80.43,35965.6
Bristol,Petrol Car,87.4,1.3,18-24,Rain,Peak,Weekday,1,21,8,1.95,2.535,59.37,23423.2
Birmingham,Petrol Car,78.4,1.8,25-34,Cloudy,Peak,Weekend,1,30,7,1.9,3.42,55.32,21011.2
Manchester,Petrol Car,107.6,1.6,18-24,Rain,Peak,Weekend,1,21,8,2.24,3.584,68.46,28836.8
London,Petrol Car,128.7,1.5,25-34,Rain,No Peak,Weekend,1,30,7,1.5,2.25,77.955,34491.6
London,Petrol Car,95.7,1.2,25-34,Rain,No Peak,Weekend,1,30,7,1.5,1.8,63.105,25647.6
Bristol,Petrol Car,74.2,1.2,35-44,Sunny,Peak,Weekday,1,40,6,1.5,1.8,53.43,19885.6
